id,brand,title,category,subCategory,description_current_fr,description_new_fr,description_en,description_ar,usageTips,usageTips_en,usageTips_ar
0V5P2BzAZZ10w49b6xSb,Skineal,Crème Solaire Invisible SPF 50+,Solaires,Protection Visage,"# Bouclier Solaire Invisible : Haute Protection SPF 50+ 🛡️✨

La **Crème Solaire Skineal SPF 50+** offre une protection maximale contre les rayons UVA et UVB, responsables du vieillissement prématuré et des coups de soleil. Sa formule avancée est conçue pour être totalement invisible à l'application : elle ne laisse aucune trace blanche, ne colle pas et offre un fini mat idéal pour un usage quotidien. Enrichie en actifs protecteurs, elle respecte la sensibilité de votre peau tout en assurant une barrière robuste contre les agressions solaires les plus intenses.

**Pourquoi vous allez l'adorer :**
* **Protection SPF 50+ :** Un indice très élevé pour une sécurité optimale sous le soleil.
* **Zéro Trace Blanche :** Une texture fluide qui se fond instantanément dans la peau.
* **Fini Mat & Sec :** Idéal pour les peaux mixtes à grasses ou comme base de maquillage.
* **Format Voyage :** Son tube pratique s'emporte partout pour des retouches faciles.

💡 **Le conseil de l'expert :** N'oubliez pas que la protection solaire est le meilleur soin anti-âge qui existe. Appliquez-la tous les matins, même par temps nuageux, pour prévenir l'apparition des taches brunes et préserver l'élasticité de votre peau.","Une crème solaire SPF 50+ invisible pour protéger la peau sans trace blanche.

Sa texture fluide se fond rapidement, laisse un fini mat et aide à protéger contre les UVA/UVB responsables des coups de soleil et du vieillissement prématuré.

**Pourquoi on l’aime :**
- Très haute protection SPF 50+
- Ne laisse pas de trace blanche
- Fini mat, sec et confortable
- Convient au quotidien et sous le maquillage
- Format pratique à emporter

**Astuce :**
La protection solaire est votre meilleur geste anti-âge. Appliquez-la tous les matins, même par temps nuageux.","# Ultimate Invisible Solar Shield: High-Performance SPF 50+ Protection 🛡️✨

**Skineal Sunscreen SPF 50+** provides maximum protection against UVA and UVB rays, which are responsible for premature aging and sunburn. Its advanced formula is designed to be completely invisible upon application: it leaves no white cast, is non-sticky, and offers a matte finish perfect for daily use. Enriched with protective ingredients, it respects skin sensitivity while ensuring a robust barrier against intense solar aggression.

**Why you'll love it:**
* **SPF 50+ Protection:** A very high index for optimal safety under the sun.
* **No White Cast:** A fluid texture that melts instantly into the skin.
* **Matte & Dry Finish:** Ideal for combination to oily skin or as a makeup base.
* **Travel-Friendly:** Its practical tube fits anywhere for easy reapplication.

💡 **Expert Tip:** Remember that sunscreen is the best anti-aging treatment available. Apply it every morning, even on cloudy days, to prevent dark spots and preserve your skin's elasticity.",,"Appliquez généreusement sur le visage et le cou 15 à 20 minutes avant l'exposition au soleil. Renouvelez l'application toutes les deux heures, ou après avoir nagé ou transpiré.","Apply generously to the face and neck 15 to 20 minutes before sun exposure. Reapply every two hours, or after swimming or sweating.",
59RDaYpppLdHijZ1Ip4h,Lisas,Crème Solaire SPF 50+ Invisible & Hydratant,Solaires,Protection Visage,"# Lisas SPF 50+ : La protection invisible haute performance ☀️

Alliez haute protection et confort absolu avec la crème solaire **Lisas**. Conçue pour tous les types de peaux, même sensibles, cette formule offre une défense robuste contre les rayons UVA et UVB tout en restant totalement imperceptible sur la peau.

### Pourquoi l'adopter ?
* **Fini Invisible & Anti-Brillance :** Une texture légère qui ne laisse aucune trace blanche et matifie le teint pour un fini naturel.
* **Double Action :** Protège des brûlures solaires tout en hydratant intensément la peau grâce à sa richesse en Vitamine E.
* **Résistance Totale :** Formule waterproof (résistante à l'eau), idéale pour les activités extérieures et les journées actives.
* **Haute Tolérance :** Sans parfum et sans paraben pour respecter l'équilibre de votre visage et de votre corps.","Une crème solaire SPF 50+ invisible pour protéger et hydrater la peau.

Sa formule légère protège contre les rayons UVA/UVB, sans trace blanche ni effet lourd, tout en apportant du confort grâce à la vitamine E.

**Pourquoi on l’aime :**
- Très haute protection SPF 50+
- Fini invisible et naturel
- Aide à limiter la brillance
- Hydrate la peau pendant la journée
- Résiste à l’eau

**Pour qui :**
Tous les types de peaux, même sensibles, sur le visage ou le corps.","# Lisas SPF 50+: High-Performance Invisible Protection ☀️

Combine maximum protection with absolute comfort with **Lisas Sunscreen**. Designed for all skin types, including sensitive skin, this formula provides robust defense against UVA and UVB rays while remaining completely invisible on the skin.

### Why you'll love it:
* **Invisible & Anti-Shine Finish:** A lightweight texture that leaves no white cast and mattifies the skin for a natural look.
* **Dual Action:** Protects against sunburn while intensely hydrating the skin, enriched with Vitamin E.
* **Total Resilience:** Waterproof formula, perfect for outdoor activities and busy days.
* **High Tolerance:** Fragrance-free and paraben-free to respect the delicate balance of both face and body.",,Appliquez uniformément sur le visage et le corps en quantité suffisante avant l'exposition au soleil. Renouvelez l'application toutes les 4 heures.,Apply evenly to the face and body in sufficient quantities before sun exposure. Reapply every 4 hours to maintain protection.,
Fteop8RNVyUdWUsgkU2W,CELENES by Sweden,Crème Visage Équilibrante - Vitamine C & Argousier,Soins visage,Crème,"# L'équilibre parfait entre éclat naturel et contrôle de la brillance ✨🍊

La **Crème Visage Équilibrante CELENES** est spécifiquement formulée pour répondre aux besoins des peaux grasses et mixtes. Grâce à sa richesse en **Vitamine C** et en extraits d'**Argousier** (Sea Buckthorn), ce soin hydrate la peau en profondeur tout en offrant un fini anti-brillance durable. L'argousier, riche en oméga 7, agit comme un puissant antioxydant pour protéger la peau du stress oxydatif et soutenir la production naturelle de collagène. Votre teint est unifié, revitalisé et retrouve un aspect lumineux sans aucune zone de brillance superflue.

**Pourquoi vous allez l'adorer :**
* **Action Équilibrante :** Régule l'excès de sébum pour un effet matifiant immédiat.
* **Boost d'Éclat :** La vitamine C réveille les teints ternes et unifie le grain de peau.
* **Nutrition Antioxydante :** L'argousier protège et soutient l'élasticité de la peau grâce aux oméga 7.
* **Saine & Légère :** Une formule sans paraben, sans alcool et sans huiles minérales.

💡 **Le conseil de l'expert :** Cette crème est idéale pour celles qui cherchent à traiter les imperfections légères tout en illuminant leur visage. Sa texture fluide pénètre rapidement, ce qui en fait une excellente base de maquillage pour éviter que la peau ne brille en cours de journée.","Une crème équilibrante pour hydrater les peaux mixtes à grasses sans faire briller.

Sa formule à la vitamine C et à l’argousier aide à raviver l’éclat, protéger la peau et contrôler l’excès de sébum.

**Pourquoi on l’aime :**
- Aide à réguler la brillance
- Réveille les teints ternes
- Hydrate sans alourdir
- Protège grâce aux antioxydants
- Formule sans paraben, alcool ni huiles minérales

**Astuce :**
Parfaite le matin avant le maquillage pour garder un teint plus frais et moins brillant.","# The perfect balance between natural glow and shine control ✨🍊

**CELENES Balancing Face Cream** is specifically formulated to meet the needs of oily and combination skin. Thanks to its richness in **Vitamin C** and **Sea Buckthorn** extracts, this treatment deeply hydrates the skin while providing a long-lasting anti-shine finish. Sea buckthorn, rich in Omega 7, acts as a powerful antioxidant to protect the skin from oxidative stress and support natural collagen production. Your complexion is unified, revitalized, and regains a luminous look without any unnecessary shine.

**Why you'll love it:**
* **Balancing Action:** Regulates excess sebum for an immediate mattifying effect.
* **Radiance Boost:** Vitamin C awakens dull complexions and evens out skin texture.
* **Antioxidant Nutrition:** Sea buckthorn protects and supports skin elasticity with Omega 7.
* **Clean & Light:** A formula free from parabens, alcohol, and mineral oils.

💡 **Expert Tip:** This cream is ideal for those looking to treat minor imperfections while brightening their face. Its fluid texture absorbs quickly, making it an excellent makeup base to prevent skin from becoming shiny during the day.",,"Massez doucement sur le visage et le cou préalablement nettoyés, matin et soir.",Gently massage onto cleansed face and neck every morning and evening.,
DzRWjoiaC0fSyQQvAzOQ,CELENES by Sweden,Crème-Gel Thermale Visage,Soins visage,Crème,"# Une hydratation minérale intense pour un teint éclatant ✨

La **Crème-Gel Thermale CELENES** est le soin quotidien idéal pour désaltérer la peau sans l'alourdir. Sa texture unique, légère et non grasse, pénètre instantanément pour offrir une sensation de fraîcheur durable. Formulée à base de plantes arctiques et d'eau thermale, elle apporte les minéraux essentiels dont votre peau a besoin pour rester forte et lumineuse. L'algue rouge présente dans sa formule agit comme un bouclier contre les agressions extérieures et aide à lisser l'apparence des rides et ridules.

**Pourquoi vous allez l'adorer :**
* **Hydratation & Éclat :** Rend la peau visiblement plus hydratée, souple et radieuse.
* **Texture Poids Plume :** Un format crème-gel parfait qui ne laisse aucun film collant.
* **Protection Naturelle :** Contient des acides aminés (micosporine) qui protègent naturellement contre les rayons nocifs du soleil.
* **Formule Pure :** Garanti sans paraben, sans alcool et sans huiles minérales pour le respect de votre épiderme.

💡 **Le conseil de l'expert :** Cette texture crème-gel est particulièrement recommandée pour les personnes qui n'aiment pas les crèmes épaisses. Elle constitue également une base de maquillage lissante et hydratante exceptionnelle.","Une crème-gel légère pour hydrater la peau sans effet lourd.

Sa formule à l’eau thermale, aux plantes arctiques et à l’algue rouge apporte fraîcheur, minéraux et confort au quotidien.

**Pourquoi on l’aime :**
- Hydrate intensément la peau
- Texture fraîche, légère et non grasse
- Aide à lisser l’apparence de la peau
- Protège des agressions extérieures
- Formule sans paraben, alcool ni huiles minérales

**Pour qui :**
Idéale si vous aimez les soins frais et légers plutôt que les crèmes épaisses.","# Intense mineral hydration for a glowing complexion ✨

**CELENES Thermal Face Cream-Gel** is the perfect daily treatment to quench your skin's thirst without weighing it down. Its unique, lightweight, and non-greasy texture absorbs instantly, providing a lasting feeling of freshness. Formulated with arctic plants and thermal water, it delivers essential minerals to keep your skin strong and luminous. The red seaweed in its formula acts as a shield against environmental stressors and helps smooth the appearance of fine lines and wrinkles.

**Why you'll love it:**
* **Hydration & Radiance:** Leaves skin visibly more hydrated, supple, and radiant.
* **Feather-light Texture:** A perfect cream-gel format that leaves no sticky residue.
* **Natural Protection:** Contains amino acids (mycosporine) that naturally shield against harmful sun rays.
* **Clean Formula:** Guaranteed free from parabens, alcohol, and mineral oils to respect your skin's health.

💡 **Expert Tip:** This cream-gel texture is especially recommended for those who dislike thick, heavy creams. It also serves as an exceptional smoothing and hydrating makeup base.",,"Massez doucement sur le visage et le cou préalablement nettoyés, matin et soir.",Gently massage onto cleansed face and neck every morning and evening.,
qDva9bhCwYjzXD3QYqUe,Flux de passion,Cucumber Fresh — Shampooing Hydratation Douce,Cheveux,Shampooing,"# Un bain d'hydratation et de fraîcheur pour vos cheveux 🥒

Besoin de légèreté ? Le shampooing **Hair Mild** de Flux de Passion est une véritable infusion d'hydratation. Grâce à sa texture gel unique enrichie en **concombre**, il gorge la fibre capillaire d'eau sans jamais l'alourdir.

**Ce qui fait la différence :**
* **Douceur absolue :** Formulé sans silicone ni paraben pour laisser respirer vos cheveux.
* **Souplesse naturelle :** Hydrate chaque mèche pour un mouvement fluide et soyeux.
* **Pureté :** Idéal pour les cheveux secs à normaux en quête de fraîcheur.

💡 **Le conseil de l'expert :** Les cheveux secs adorent l'eau, mais détestent la chaleur. Rincez votre shampooing à l'eau tiède (voire fraîche pour les plus courageux !) pour sceller l'hydratation et booster la brillance.","Un shampooing frais et léger pour hydrater les cheveux sans les alourdir.

Sa texture gel au concombre aide à apporter de l’eau à la fibre capillaire et à retrouver des cheveux plus souples et plus doux.

**Pourquoi on l’aime :**
- Hydrate les cheveux secs à normaux
- Apporte une sensation de fraîcheur
- Laisse les cheveux souples et légers
- Formule sans silicone ni paraben
- Aide à préserver le mouvement naturel

**Astuce :**
Rincez à l’eau tiède ou fraîche pour aider à sceller l’hydratation et booster la brillance.","# A fresh wave of hydration for your hair 🥒

Give your hair the moisture it craves. The **Hair Mild** shampoo by Flux de Passion is a refreshing treat, using **cucumber gel** to deeply hydrate every strand from within while keeping it feeling light as air.

**Why it stands out:**
* **Clean Formula:** Free from silicones and parabens to ensure natural hair health.
* **Silky Movement:** Restores suppleness for hair that feels soft and easy to style.
* **Daily Freshness:** Specifically designed for dry to normal hair needing a moisture boost.

💡 **Expert Tip:** Dry hair loves water but hates heat! Try rinsing with lukewarm or cool water to seal the hair cuticle, lock in moisture, and maximize natural shine.",,"Appliquer sur cheveux humides. Laisser agir 2 à 3 minutes, puis rincer. Réitérer si besoin.","Apply to slightly damp hair, leave on for a few minutes, then rinse thoroughly. Repeat if necessary.",
4ROJakb93Dw9QfRL9CF6,Lisas,Eau de Rose Lotion Tonique,Soins visage,Lotion,"# Un voile de douceur pour réveiller votre teint ✨

Véritable classique de la beauté, cette lotion tonique à l'eau de rose est le geste fraîcheur indispensable de votre routine. Adaptée à tous les types de peaux, elle parfait le nettoyage, tonifie l'épiderme et réveille l'éclat naturel de votre visage. Sa formule délicate nettoie, revitalise et adoucit la peau en un instant, tout en laissant un parfum floral subtil et apaisant.

**Pourquoi vous allez l'adorer :**
* **Fraîcheur Immédiate :** Tonifie et revitalise la peau dès la première vaporisation.
* **Pureté Maximale :** Garanti sans alcool, sans paraben et sans colorant pour un respect total de votre barrière cutanée.
* **Polyvalence :** Un soin quotidien qui nettoie en douceur et apporte une sensation de confort durable.

💡 **L'astuce de l'expert :** Pour un effet décongestionnant et ultra-frais (idéal le matin pour réveiller les yeux fatigués), conservez votre flacon au réfrigérateur. La fraîcheur de la lotion combinée aux propriétés apaisantes de la rose aidera à resserrer les pores et à lisser le grain de peau instantanément.","Une lotion tonique à l’eau de rose pour réveiller le teint et parfaire le nettoyage.

Elle aide à tonifier, rafraîchir et adoucir la peau, tout en laissant une sensation florale délicate et apaisante.

**Pourquoi on l’aime :**
- Tonifie la peau en douceur
- Aide à retirer les dernières impuretés
- Rafraîchit le teint instantanément
- Sans alcool, sans paraben et sans colorant
- Convient à tous les types de peaux

**Astuce :**
Gardez-la au réfrigérateur pour un effet frais le matin et une sensation de pores resserrés.","# A veil of gentleness to awaken your complexion ✨

A true beauty classic, this rose water tonic lotion is the essential fresh step in your routine. Suitable for all skin types, it perfects cleansing, tones the skin, and awakens your face's natural glow. Its delicate formula cleanses, revitalizes, and softens the skin instantly, leaving a subtle and soothing floral scent.

**Why you'll love it:**
* **Immediate Freshness:** Tones and revitalizes the skin from the very first spray.
* **Maximum Purity:** Guaranteed alcohol-free, paraben-free, and dye-free for total respect of your skin barrier.
* **Versatility:** A daily care product that gently cleanses and provides a lasting feeling of comfort.

💡 **Expert Tip:** For a decongesting and ultra-fresh effect (ideal in the morning to wake up tired eyes), keep your bottle in the refrigerator. The coolness of the lotion combined with the soothing properties of the rose will help tighten pores and instantly smooth skin texture.",,Vaporisez directement sur le visage et le cou ou appliquez à l'aide d'un coton matin et soir sur une peau nettoyée. Ne pas rincer pour laisser les actifs agir.,Spray directly onto the face and neck or apply with a cotton pad morning and evening to cleansed skin. Do not rinse to allow the active ingredients to work.,
att3GGP9UhNf4U5lMFbP,Le Petit Olivier,Eau Micellaire Démaquillante Détox & Anti-Pollution,Soins visage,Nettoyant,"# Un souffle de pureté détox pour votre peau ✨

L’Eau Micellaire Démaquillante Le Petit Olivier est le geste incontournable pour libérer votre visage des impuretés quotidiennes. Enrichie en extraits de Fleur d’Amandier et de Moringa, elle agit comme un véritable bouclier contre la pollution. Sa technologie micellaire élimine le maquillage en un seul passage tout en purifiant la peau des particules fines accumulées. Résultat : un teint frais, une peau nette et parfaitement oxygénée sans aucun film gras.

**Pourquoi vous allez l'adorer :**
* **Action Anti-Pollution :** Le Moringa aide à éliminer les particules polluantes et à protéger l'épiderme.
* **98% d'origine naturelle :** Une formule respectueuse, sans rinçage et testée sous contrôle dermatologique.
* **Douceur de l'Amandier :** Laisse la peau apaisée et incroyablement douce après chaque utilisation.

💡 **L'astuce de l'expert :** Pour un réveil tonique, conservez votre flacon au réfrigérateur. La fraîcheur de l'eau micellaire aidera à décongestionner votre visage et à resserrer les pores dès le matin.","Une eau micellaire détox pour démaquiller et libérer la peau des impuretés.

Sa formule à la fleur d’amandier et au moringa aide à nettoyer le visage, retirer le maquillage et éliminer les particules de pollution.

**Pourquoi on l’aime :**
- Démaquille en douceur
- Aide à purifier la peau
- Protège des effets de la pollution
- Formule à 98% d’origine naturelle
- Laisse la peau nette, fraîche et douce

**Astuce :**
Utilisez-la aussi le matin pour retirer l’excès de sébum et réveiller le teint.","# A detoxifying breath of fresh air for your skin ✨

Le Petit Olivier Detox & Anti-Pollution Micellar Water is the ultimate solution for cleansing your skin from daily stressors. Infused with Almond Blossom and Moringa extracts, it effectively traps impurities and makeup while acting as a barrier against urban pollution. Its gentle formula purifies the skin by removing fine particles, leaving your complexion feeling fresh, clean, and revitalized without any sticky residue.

**Why you'll love it:**
* **Anti-Pollution Shield:** Moringa helps to dissolve pollution particles and protect the skin's surface.
* **98% Natural Ingredients:** A clean, rinse-free formula tested under dermatological and ophthalmological control.
* **Soothing Almond Blossom:** Provides immediate comfort and leaves the skin feeling silky smooth.

💡 **Expert tip:** For an extra refreshing boost in the morning, keep your micellar water in the fridge. The cold sensation will help depuff your face and tighten your pores instantly.",,"Matin et soir, appliquez délicatement sur l'ensemble du visage, des yeux et des lèvres à l'aide d'un coton. Sans rinçage.","Apply morning and evening to the face, eyes, and lips using a cotton pad. No rinsing required.",
5t9xGuANF064X7mOTgO3,CELENES by Sweden,Eau Micellaire Nettoyante à la Vitamine C,Soins visage,Nettoyant,"# Réveillez l'éclat de votre peau dès le nettoyage 🍊

Spécialement conçue pour les peaux mixtes à grasses, l'**Eau Micellaire Celenes à la Vitamine C** ne se contente pas de démaquiller : elle revitalise. Enrichie en extraits d'argousier (Sea Buckthorn), elle offre un puissant effet antioxydant qui protège votre peau tout en lui redonnant sa luminosité naturelle. Une texture régénérée et un teint frais, sans jamais agresser l'équilibre de votre sébum.

**Les points forts :**
* **Coup d'Éclat Immédiat :** La vitamine C unifie le teint et réveille les peaux ternes.
* **Bouclier Antioxydant :** L'argousier protège contre les agressions extérieures.
* **Nettoyage en Profondeur :** Élimine impuretés et maquillage sans laisser de résidus.
* **Formule Douce :** Sans alcool, elle rafraîchit parfaitement sans dessécher.

💡 **Le conseil de l'expert :** C'est l'eau micellaire idéale pour votre routine du matin ! Elle permet de retirer l'excès de sébum produit pendant la nuit tout en ""boostant"" l'éclat de votre visage pour bien commencer la journée.","Une eau micellaire à la vitamine C pour nettoyer la peau tout en réveillant l’éclat.

Elle élimine maquillage et impuretés, tandis que l’argousier aide à protéger la peau et à raviver les teints ternes.

**Pourquoi on l’aime :**
- Nettoie et démaquille en douceur
- Aide à réveiller l’éclat du teint
- Protège grâce aux antioxydants
- Rafraîchit sans dessécher
- Formule sans alcool

**Pour qui :**
Idéale pour les peaux mixtes à grasses qui veulent un nettoyage frais et lumineux.","# Wake up your skin's radiance with every cleanse 🍊

Specifically designed for combination to oily skin, **Celenes Micellar Water with Vitamin C** does more than just remove makeup: it revitalizes. Enriched with Sea Buckthorn extracts, it provides a powerful antioxidant effect that protects your skin while restoring its natural glow. Expect a regenerated skin texture and a fresh complexion, without ever disrupting your sebum balance.

**Key benefits:**
* **Instant Radiance Boost:** Vitamin C evens out skin tone and wakes up dull skin.
* **Antioxidant Shield:** Sea Buckthorn protects against environmental stressors.
* **Deep Cleansing:** Removes impurities and makeup without leaving any residue.
* **Gentle Formula:** Alcohol-free, it refreshes perfectly without drying out your skin.

💡 **Expert Tip:** This is the perfect micellar water for your morning routine! It removes excess sebum produced overnight while boosting your face's radiance to start the day right.",,Imbibez un coton et nettoyez délicatement votre visage et votre cou. Répétez l'application jusqu'à ce que le coton soit propre. Ne nécessite pas de rinçage. Convient à un usage quotidien.,Apply to a cotton pad and gently wipe over the face and neck. Repeat until the pad stays clean. No rinsing needed.,
hMWZElHZS1a47OsiWAGp,Venus,"Eau Micellaire Viderm Purifiante — Visage, Yeux & Lèvres",Soins visage,Nettoyant,"# Un démaquillage purifiant tout en douceur ✨

L'**Eau Micellaire Viderm de Venus** est spécialement conçue pour celles qui recherchent une peau parfaitement nette sans agression. Sa formule hypoallergénique, composée à plus de 90% d'ingrédients d'origine naturelle, élimine les impuretés et le maquillage en un seul geste. Grâce à son action purifiante, elle laisse votre peau fraîche, douce et confortable, prête à recevoir ses soins.

**Pourquoi vous allez l'aimer :**
* **Haute Tolérance :** Testée sous contrôle dermatologique et ophtalmologique (ne pique pas les yeux).
* **Composition ""Clean"" :** Sans savon, sans colorant, sans phtalates et sans paraben.
* **Action 3-en-1 :** Démaquille, purifie et apaise instantanément.
* **Sensation de Fraîcheur :** Une texture eau qui laisse la peau respirer.

💡 **Le conseil de l'expert :** Idéale pour les peaux qui ont tendance à briller durant la journée. Utilisez-la matin et soir pour maintenir une peau saine. Pas besoin de rincer, ce qui en fait un allié parfait pour vos routines rapides !","Une eau micellaire purifiante pour nettoyer la peau sans l'agresser.

Elle retire le maquillage, les impuretés et l'excès de sébum en un seul geste. Sa formule douce laisse la peau fraîche, nette et confortable, sans sensation de tiraillement.

**Pourquoi on l'aime :**
- Démaquille le visage, les yeux et les lèvres.
- Aide à purifier la peau au quotidien.
- Formule hypoallergénique, sans savon, sans colorant, sans phtalates et sans paraben.
- Testée sous contrôle dermatologique et ophtalmologique.

**Astuce :** applique-la avec un coton, matin ou soir, sans frotter. Inutile de rincer.","# Gentle purifying makeup removal ✨

**Venus Viderm Micellar Water** is specially designed for those seeking perfectly clean skin without harshness. Its hypoallergenic formula, made with over 90% natural ingredients, removes impurities and makeup in one simple step. Thanks to its purifying action, it leaves your skin feeling fresh, soft, and comfortable.

**Key benefits:**
* **High Tolerance:** Dermatologically and ophthalmologically tested (gentle on the eyes).
* **Clean Formula:** Free from soap, dyes, phthalates, and parabens.
* **3-in-1 Action:** Removes makeup, purifies, and soothes instantly.
* **Refreshing Feel:** A lightweight water texture that lets your skin breathe.

💡 **Expert Tip:** Perfect for skin prone to oiliness during the day. Use it morning and night to maintain healthy skin. No rinsing required, making it the perfect ally for your quick routines!",,"Appliquer sur le visage, les yeux et les lèvres à l'aide d'un coton matin et soir. Recommencer jusqu'à ce que le coton soit propre. Sans rinçage.","Apply to face, eyes, and lips using a cotton pad morning and night. Repeat until the pad stays clean. No rinsing needed.",
oPqtXiCXzNtduYSA9w3W,MAKE Cosmetic,Eau Rafraîchissante Protectrice SPF 50,Solaires,Protection Corps,"# Une brume biphase pour une protection ultra-fraîche et invisible

L'Eau Rafraîchissante Protectrice de MAKE Cosmetic est une formule biphase innovante qui protège instantanément la peau contre les rayons UVA et UVB. Sa texture ultra-légère et non collante rafraîchit la peau tout en offrant une haute protection solaire. Enrichie en Aloe Vera, elle hydrate intensément sans laisser de traces blanches.

**Pourquoi vous allez l'adorer :**
* **Haute Protection :** Indice SPF 50 pour une défense efficace contre les rayons UV.
* **Fini Invisible :** Une texture eau légère qui pénètre rapidement sans effet gras.
* **Hydratation Intense :** Riche en Aloe Vera pour maintenir la souplesse de la peau.
* **Résistant à l'eau :** Formule ""Water Proof"" idéale pour la plage et la piscine.
* **Sensation de Fraîcheur :** Rafraîchit immédiatement le corps lors de l'exposition au soleil.","Une protection solaire SPF 50 légère, fraîche et invisible sur la peau.

Cette eau biphase protège contre les UVA et UVB tout en apportant une sensation de fraîcheur immédiate. Sa texture ne colle pas, ne graisse pas et ne laisse pas de traces blanches.

**Pourquoi on l'aime :**
- Haute protection SPF 50.
- Texture eau ultra-légère.
- Fini invisible, idéal pour le corps.
- Enrichie en Aloe Vera pour aider à garder la peau souple.

**Astuce :** secoue bien avant utilisation, puis applique généreusement avant l'exposition. Renouvelle souvent, surtout après baignade ou transpiration.","# A biphasic mist for ultra-fresh and invisible protection

MAKE Cosmetic's Protective Refreshing Water is a cutting-edge biphasic formula that instantly shields the skin from UVA and UVB damage. Its ultra-light, non-sticky texture refreshes the skin while delivering high sun protection. Enriched with Aloe Vera, it deeply hydrates without leaving any white marks.

**Why you'll love it:**
* **High Protection:** SPF 50 rating for reliable UV defense.
* **Invisible Finish:** A lightweight water texture that absorbs quickly with no greasy residue.
* **Deep Hydration:** Rich in Aloe Vera to keep skin hydrated and soft.
* **Waterproof:** Designed to stay effective during water activities.
* **Instant Refreshment:** Cools and refreshes the body immediately upon application.",,"1. Agitez vigoureusement le flacon avant l'emploi pour mélanger les deux phases.
2. Vaporisez généreusement sur tout le visage et le corps avant l'exposition.
3. Pour le visage, évitez le contour des yeux.
4. Renouvelez l'application fréquemment, surtout après avoir nagé ou vous être essuyé.","1. Shake the bottle well before use to mix the two phases.
2. Spray generously over the entire face and body before sun exposure.
3. For the face, avoid the eye area.
4. Reapply frequently, especially after swimming, sweating, or towel drying.",
vcBjeZOtkrpxiBPrYwHC,CELENES by Sweden,Eau Thermale Micellaire Nettoyante,Soins visage,Nettoyant,"# Une peau purifiée et fraîche, sans tiraillements 💧

L'**Eau Micellaire Thermale de Celenes** est la solution idéale pour démaquiller et nettoyer en douceur les peaux grasses ou mixtes. Sa formule spéciale aux agents tensioactifs nettoie le visage, les yeux et les lèvres sans qu'il soit nécessaire de frotter ou de rincer. Enrichie en bisabolol, elle apaise les zones sensibles tout en régulant l'excès de sébum pour un teint parfaitement propre et matifié.

**Pourquoi elle est efficace :**
* **Triple Action :** Nettoie, démaquille et apaise en un seul geste.
* **Respect de la peau :** Sans alcool et sans paraben, elle respecte l'équilibre naturel de l'épiderme.
* **Effet Rafraîchissant :** Laisse une sensation de pureté immédiate sans film gras.
* **Action Apaisante :** Le bisabolol calme les irritations pour un confort total.

💡 **Le conseil de l'expert :** Même si cette eau micellaire ne nécessite pas de rinçage, pour les peaux très mixtes, une pulvérisation d'eau thermale ou un rinçage rapide à l'eau claire après l'usage permet d'éliminer les derniers résidus de micelles et de laisser la peau encore plus éclatante.","Une eau micellaire douce pour nettoyer les peaux mixtes à grasses sans les dessécher.

Elle démaquille le visage, les yeux et les lèvres sans besoin de frotter. Sa formule aide à retirer les impuretés, à rafraîchir la peau et à calmer les zones sensibles.

**Pourquoi on l'aime :**
- Nettoie, démaquille et apaise en un geste.
- Aide à limiter l'excès de sébum.
- Sans alcool et sans paraben.
- Convient aux routines simples du matin ou du soir.

**Résultat :** la peau est propre, fraîche et plus confortable, sans effet gras.","# Purified and fresh skin, with no tightness 💧

**Celenes Thermal Micellar Water** is the perfect solution for gently removing makeup and cleansing oily or combination skin. Its special surfactant formula cleanses the face, eyes, and lips without the need for rubbing or rinsing. Enriched with bisabolol, it soothes sensitive areas while regulating excess oil for a perfectly clean and matte complexion.

**Why you'll love it:**
* **Triple Action:** Cleanses, removes makeup, and soothes in one single step.
* **Skin Friendly:** Alcohol-free and paraben-free, it respects your skin's natural balance.
* **Refreshing Effect:** Leaves an immediate feeling of purity without any greasy residue.
* **Soothing Care:** Bisabolol calms irritations for total skin comfort.

💡 **Expert Tip:** Although this micellar water is rinse-free, for combination skin, a quick splash of thermal water or clear water after use helps remove the last micelle residues and leaves your skin even more radiant.",,Imbibez un coton et nettoyez délicatement le visage et les yeux. Répétez jusqu'à ce que le coton soit propre. Sans rinçage.,Soak a cotton pad and gently cleanse the face and eyes. Repeat until the pad comes away clean. No rinsing required.,
