id,brand,title,title_en,title_ar,description,description_en,description_ar,usageTips,usageTips_en,usageTips_ar,customBadge,customBadge_en,customBadge_ar,category,subCategory,tags
hMWZElHZS1a47OsiWAGp,Venus,"Eau Micellaire Viderm Purifiante — Visage, Yeux & Lèvres","Viderm Purifying Micellar Water — Face, Eyes & Lips",,"# Un démaquillage purifiant tout en douceur ✨

L'**Eau Micellaire Viderm de Venus** est spécialement conçue pour celles qui recherchent une peau parfaitement nette sans agression. Sa formule hypoallergénique, composée à plus de 90% d'ingrédients d'origine naturelle, élimine les impuretés et le maquillage en un seul geste. Grâce à son action purifiante, elle laisse votre peau fraîche, douce et confortable, prête à recevoir ses soins.

**Pourquoi vous allez l'aimer :**
* **Haute Tolérance :** Testée sous contrôle dermatologique et ophtalmologique (ne pique pas les yeux).
* **Composition ""Clean"" :** Sans savon, sans colorant, sans phtalates et sans paraben.
* **Action 3-en-1 :** Démaquille, purifie et apaise instantanément.
* **Sensation de Fraîcheur :** Une texture eau qui laisse la peau respirer.

💡 **Le conseil de l'expert :** Idéale pour les peaux qui ont tendance à briller durant la journée. Utilisez-la matin et soir pour maintenir une peau saine. Pas besoin de rincer, ce qui en fait un allié parfait pour vos routines rapides !","# Gentle purifying makeup removal ✨

**Venus Viderm Micellar Water** is specially designed for those seeking perfectly clean skin without harshness. Its hypoallergenic formula, made with over 90% natural ingredients, removes impurities and makeup in one simple step. Thanks to its purifying action, it leaves your skin feeling fresh, soft, and comfortable.

**Key benefits:**
* **High Tolerance:** Dermatologically and ophthalmologically tested (gentle on the eyes).
* **Clean Formula:** Free from soap, dyes, phthalates, and parabens.
* **3-in-1 Action:** Removes makeup, purifies, and soothes instantly.
* **Refreshing Feel:** A lightweight water texture that lets your skin breathe.

💡 **Expert Tip:** Perfect for skin prone to oiliness during the day. Use it morning and night to maintain healthy skin. No rinsing required, making it the perfect ally for your quick routines!",,"Appliquer sur le visage, les yeux et les lèvres à l'aide d'un coton matin et soir. Recommencer jusqu'à ce que le coton soit propre. Sans rinçage.","Apply to face, eyes, and lips using a cotton pad morning and night. Repeat until the pad stays clean. No rinsing needed.",,,,,Soins visage,Nettoyant,"soins_visage; nettoyant; démaquillage; tout_type"
oPqtXiCXzNtduYSA9w3W,MAKE Cosmetic,Eau Rafraîchissante Protectrice SPF 50,Protective Refreshing Water SPF 50,,"# Une brume biphase pour une protection ultra-fraîche et invisible

L'Eau Rafraîchissante Protectrice de MAKE Cosmetic est une formule biphase innovante qui protège instantanément la peau contre les rayons UVA et UVB. Sa texture ultra-légère et non collante rafraîchit la peau tout en offrant une haute protection solaire. Enrichie en Aloe Vera, elle hydrate intensément sans laisser de traces blanches.

**Pourquoi vous allez l'adorer :**
* **Haute Protection :** Indice SPF 50 pour une défense efficace contre les rayons UV.
* **Fini Invisible :** Une texture eau légère qui pénètre rapidement sans effet gras.
* **Hydratation Intense :** Riche en Aloe Vera pour maintenir la souplesse de la peau.
* **Résistant à l'eau :** Formule ""Water Proof"" idéale pour la plage et la piscine.
* **Sensation de Fraîcheur :** Rafraîchit immédiatement le corps lors de l'exposition au soleil.","# A biphasic mist for ultra-fresh and invisible protection

MAKE Cosmetic's Protective Refreshing Water is a cutting-edge biphasic formula that instantly shields the skin from UVA and UVB damage. Its ultra-light, non-sticky texture refreshes the skin while delivering high sun protection. Enriched with Aloe Vera, it deeply hydrates without leaving any white marks.

**Why you'll love it:**
* **High Protection:** SPF 50 rating for reliable UV defense.
* **Invisible Finish:** A lightweight water texture that absorbs quickly with no greasy residue.
* **Deep Hydration:** Rich in Aloe Vera to keep skin hydrated and soft.
* **Waterproof:** Designed to stay effective during water activities.
* **Instant Refreshment:** Cools and refreshes the body immediately upon application.",,"1. Agitez vigoureusement le flacon avant l'emploi pour mélanger les deux phases.
2. Vaporisez généreusement sur tout le visage et le corps avant l'exposition.
3. Pour le visage, évitez le contour des yeux.
4. Renouvelez l'application fréquemment, surtout après avoir nagé ou vous être essuyé.","1. Shake the bottle well before use to mix the two phases.
2. Spray generously over the entire face and body before sun exposure.
3. For the face, avoid the eye area.
4. Reapply frequently, especially after swimming, sweating, or towel drying.",,,,,Solaires,Protection Corps,"solaires; eau; protection_corps; tout_type; spf_50"
vcBjeZOtkrpxiBPrYwHC,CELENES by Sweden,Eau Thermale Micellaire Nettoyante,Thermal Cleansing Micellar Water,,"# Une peau purifiée et fraîche, sans tiraillements 💧

L'**Eau Micellaire Thermale de Celenes** est la solution idéale pour démaquiller et nettoyer en douceur les peaux grasses ou mixtes. Sa formule spéciale aux agents tensioactifs nettoie le visage, les yeux et les lèvres sans qu'il soit nécessaire de frotter ou de rincer. Enrichie en bisabolol, elle apaise les zones sensibles tout en régulant l'excès de sébum pour un teint parfaitement propre et matifié.

**Pourquoi elle est efficace :**
* **Triple Action :** Nettoie, démaquille et apaise en un seul geste.
* **Respect de la peau :** Sans alcool et sans paraben, elle respecte l'équilibre naturel de l'épiderme.
* **Effet Rafraîchissant :** Laisse une sensation de pureté immédiate sans film gras.
* **Action Apaisante :** Le bisabolol calme les irritations pour un confort total.

💡 **Le conseil de l'expert :** Même si cette eau micellaire ne nécessite pas de rinçage, pour les peaux très mixtes, une pulvérisation d'eau thermale ou un rinçage rapide à l'eau claire après l'usage permet d'éliminer les derniers résidus de micelles et de laisser la peau encore plus éclatante.","# Purified and fresh skin, with no tightness 💧

**Celenes Thermal Micellar Water** is the perfect solution for gently removing makeup and cleansing oily or combination skin. Its special surfactant formula cleanses the face, eyes, and lips without the need for rubbing or rinsing. Enriched with bisabolol, it soothes sensitive areas while regulating excess oil for a perfectly clean and matte complexion.

**Why you'll love it:**
* **Triple Action:** Cleanses, removes makeup, and soothes in one single step.
* **Skin Friendly:** Alcohol-free and paraben-free, it respects your skin's natural balance.
* **Refreshing Effect:** Leaves an immediate feeling of purity without any greasy residue.
* **Soothing Care:** Bisabolol calms irritations for total skin comfort.

💡 **Expert Tip:** Although this micellar water is rinse-free, for combination skin, a quick splash of thermal water or clear water after use helps remove the last micelle residues and leaves your skin even more radiant.",,Imbibez un coton et nettoyez délicatement le visage et les yeux. Répétez jusqu'à ce que le coton soit propre. Sans rinçage.,Soak a cotton pad and gently cleanse the face and eyes. Repeat until the pad comes away clean. No rinsing required.,,,,,Soins visage,Nettoyant,"soins_visage; nettoyant; celenes_eau; démaquillant; grasse; mixte"
uiGJTp8A18ePV1ggf94h,La Roche-Posay,Effaclar MAT+,Effaclar MAT+,,"# Hydratant sébo-régulateur anti-brillance et anti-pores dilatés

Effaclar MAT+ est un soin hydratant spécifiquement formulé pour les peaux grasses. Il agit à la source pour réguler la production de sébum, neutraliser la brillance et réduire visiblement la taille des pores. Sa texture laisse la peau mate, nette et équilibrée jour après jour.

**Pourquoi vous allez l'adorer :**
* **Action Anti-Brillance :** Neutralise instantanément les reflets brillants pour un fini mat durable.
* **Soin des Pores :** Aide à resserrer les pores dilatés et à affiner le grain de peau.
* **Formule Apaisante :** Enrichi à l'Eau Thermale de La Roche-Posay pour apaiser les peaux sensibles.
* **Haute Tolérance :** Testé sur peaux grasses à tendance acnéique.

💡 **L'astuce de l'expert :** Ce soin constitue une excellente base de maquillage. Il permet d'assurer une meilleure tenue du fond de teint tout au long de la journée en limitant l'excès de sébum.","# Sebo-controlling moisturiser for anti-shine and anti-enlarged pores

Effaclar MAT+ is a daily moisturiser specifically designed for oily skin. It targets sebum production at its source to neutralise shine and visibly reduce the appearance of enlarged pores. Your skin is left feeling hydrated, matte, and refined.

**Why you'll love it:**
* **Anti-Shine Action:** Instantly targets oil for a long-lasting matte finish.
* **Pore Refiner:** Helps to reduce the appearance of enlarged pores and smooth skin texture.
* **Soothing Formula:** Formulated with La Roche-Posay Thermal Spring Water.
* **Clinically Proven:** Tested on oily, acne-prone skin.

💡 **Expert tip:** Thanks to its oil-absorbing properties, Effaclar MAT+ works perfectly as a primer. It helps your makeup stay in place longer without becoming greasy.",,"1. Appliquer matin et/ou soir sur l'ensemble du visage.
2. Utiliser sur une peau préalablement nettoyée avec un gel moussant adapté.","1. Apply morning and/or evening to the entire face.
2. Apply to skin that has been thoroughly cleansed with a gentle cleanser.",,,,,Soins visage,Crème,"soins_visage; crème; grasse; hydratante"
rmmqo73GHSriW9JHSaNB,Mariabeauty,Elegance Blusher,Elegance Blusher,,"# Éclat Naturel & Tenue Longue Durée

Sublimez vos pommettes avec l'Elegance Blusher, un fard à joues à la texture soyeuse conçu pour offrir une touche de couleur naturelle et un fini velouté. Sa formule hautement pigmentée s'estompe facilement sur la peau pour un résultat homogène, allant d'un voile léger à une couleur plus intense selon vos envies.

**Pourquoi vous allez l'adorer :**

* **Texture Soyeuse :** Une poudre fine à base de talc et de mica qui glisse sur la peau sans marquer les zones de sécheresse.
* **Fini Velouté :** Offre un aspect mat et naturel qui rehausse instantanément le teint.
* **Application Facile :** S'estompe parfaitement pour éviter les démarcations et garantir un fini professionnel.
* **Format Pratique :** Présenté dans un boîtier élégant effet ""diamant"", idéal pour les retouches en cours de journée.
* **Teintes Variées :** Disponible en plusieurs nuances (rose, corail, pêche) pour s'adapter à toutes les carnations.","# Natural Glow & Long-Lasting Wear

Enhance your cheekbones with Elegance Blusher, a silky-textured blush designed to provide a touch of natural color and a velvety finish. Its highly pigmented formula blends effortlessly into the skin for a seamless result, ranging from a subtle glow to a more intense pop of color depending on your mood.

**Why you'll love it:**

* **Silky Texture:** A fine powder enriched with talc and mica that glides onto the skin without accentuating dry areas.
* **Velvety Finish:** Provides a natural matte look that instantly brightens the complexion.
* **Easy Application:** Blends perfectly to prevent harsh lines and ensure a professional finish.
* **Compact Design:** Features a stylish ""diamond"" effect case, perfect for on-the-go touch-ups.
* **Versatile Shades:** Available in several hues (pink, coral, peach) to suit all skin tones.",,"1. Prélevez une petite quantité de poudre à l'aide d'un pinceau à fard à joues.
2. Souriez pour identifier le ""rebondi"" de vos pommettes.
3. Appliquez le fard par mouvements circulaires légers, en remontant vers les tempes pour un effet liftant.
4. Modulez l'intensité en ajoutant de la matière selon le résultat souhaité.","1. Sweep a small amount of powder onto a blush brush.
2. Smile to find the ""apples"" of your cheeks.
3. Apply the blush in light circular motions, blending upwards toward the temples for a lifting effect.
4. Build the intensity by adding more product until you reach your desired look.",,4 teintes,4 shades,,Maquillage,Blush,"maquillage; blush; teint; lumineux; mat; couvrance_moyenne; haute_couvrance"
5ftl9NDZHN7Mo5ydahzZ,Maria Beauty,Elegance Highlither Poudre,Elegance Highlither Powder,,"# L'Éclat Pur & Sophistiqué

Illuminez votre visage avec l'Elegance Highlighter, la touche finale indispensable pour un teint radieux. Sa texture poudre ultra-fine et soyeuse se fond instantanément sur la peau pour offrir un éclat sur-mesure, allant d'un halo naturel à une brillance intense. Présenté dans un poudrier luxueux au design cristallin, il capture la lumière sous tous les angles.

**Pourquoi vous allez l'adorer :**

* **Éclat Multidimensionnel :** Des pigments réflecteurs de lumière pour un fini glowy haute définition.
* **Texture Soyeuse :** Une application fluide qui ne marque pas les pores et ne fait pas d'effet ""matière"".
* **Intensité Modulable :** Parfait pour un usage quotidien (léger balayage) ou pour un maquillage de soirée (effet miroir).
* **Longue Tenue :** Reste lumineux et en place tout au long de la journée sans ternir.
* **Design de Luxe :** Un boîtier transparent travaillé comme un cristal, aussi beau à regarder qu'à utiliser.

**Nuances disponibles :**
* **N°1 (Argenté/Blanc) :** Un éclat polaire idéal pour les teints clairs ou un effet givré.
* **N°2 (Doré Champagne) :** La nuance universelle pour un glow chaud et élégant.
* **N°3 (Bronze/Cuivré) :** Parfait pour réchauffer les teints mats ou sublimer le bronzage.","# Pure & Sophisticated Glow

Light up your features with the Elegance Highlighter, the ultimate finishing touch for a radiant complexion. Its ultra-fine, silky powder texture melts into the skin to provide a custom glow, ranging from a natural sheen to an intense brilliance. Housed in a luxurious crystal-cut compact, it captures and reflects light from every angle.

** Why you'll love it:**

* **Multidimensional Glow:** Light-reflecting pigments for a high-definition glowy finish.
* **Silky Texture:** Seamless application that doesn't emphasize pores or look cakey.
* **Buildable Intensity:** Perfect for everyday wear (light dust) or glamorous evening looks (strobing effect).
* **Long-Lasting:** Stays bright and in place all day without fading.
* **Luxury Design:** A transparent, crystal-like case that looks stunning on any vanity.

** Available Shades:**
* **N°1 (Silver/White):** A polar glow ideal for fair skin tones or a frosted effect.
* **N°2 (Champagne Gold):** The universal shade for a warm, elegant glow.
* **N°3 (Bronze/Copper):** Perfect for medium to deep skin tones or enhancing a tan.",,"1. Préparation : Assurez-vous que votre teint est unifié.
2. Application : Appliquez au pinceau ou au doigt sur les zones qui accrochent naturellement la lumière.
3. Zones clés : Le haut des pommettes, l'arcade sourcilière, l'arête du nez et l'arc de Cupidon.","1. Preparation: Ensure your foundation is even.
2. Application: Apply with a brush or fingertips to the high points of the face.
3. Key Areas: Cheekbones, brow bones, the bridge of the nose, and the Cupid's bow.",,3 teintes,3 shades,,Maquillage,Highligher,"maquillage; teint; highlither; poudre"
xPCXOQ9jfXptmWpGBBr0,Maria Beauty,Elegance Neon Orange Eyeshadow,Elegance Neon Orange Eyeshadow,,"# Énergie Tropicale & Regard Solaire

Osez l'audace avec la palette Elegance Neon Orange de Maria Beauty®. Cette harmonie de 9 teintes survitaminées est conçue pour celles qui veulent un regard chaud, vibrant et absolument moderne. Entre nuances terreuses et touches néons éclatantes, créez des looks solaires qui ne passeront pas inaperçus.

**Pourquoi vous allez l'adorer :**

* **Pigmentation Explosive :** Des fards riches en pigments pour une couleur fidèle et intense dès la première application.
* **9 Nuances Chaudes :** Un mix parfait de mats veloutés (orangés, ocres) et de finis scintillants (ors, cuivres).
* **Tenue Longue Durée :** Une texture fine qui ne file pas dans les plis de la paupière pour un maquillage impeccable jusqu'au soir.
* **Palette Polyvalente :** Permet de réaliser des dégradés ""sunset"" naturels ou des looks artistiques plus tranchés.
* **Miroir Intégré :** Un boîtier compact argenté élégant, pratique pour se maquiller partout.

> **Conseil Beauté :** Pour faire ressortir le côté ""Néon"", utilisez une base à paupières claire avant l'application. Mélangez les teintes mates dans le creux de l'œil et terminez par une touche dorée au centre de la paupière.

**Composition de la palette :**
* **N°04 (Neon Orange) :** Une sélection de jaunes vifs, oranges corail, marrons chauds et verts dorés.","# Tropical Energy & Solar Glow

Be bold with the Elegance Neon Orange palette by Maria Beauty®. This harmony of 9 high-energy shades is designed for those who want a warm, vibrant, and absolutely modern look. Featuring a blend of earthy tones and striking neon pops, create sun-kissed looks that are guaranteed to turn heads.

**Why you'll love it:**

* **Explosive Pigmentation:** High-pigment shadows for true, intense color from the very first application.
* **9 Warm Shades:** A perfect mix of velvety mattes (oranges, ochres) and sparkling shimmers (golds, coppers).
* **Long-Lasting Wear:** A fine texture that doesn't crease or fade, ensuring a flawless look until evening.
* **Versatile Palette:** Allows you to create everything from natural ""sunset"" gradients to sharp, artistic editorial looks.
* **Integrated Mirror:** A sleek, elegant silver compact, perfect for applying your makeup on the go.

> **Beauty Tip:** To make the ""Neon"" shades truly pop, apply a light-colored eyeshadow base before use. Blend the matte shades into the crease and finish with a touch of gold in the center of the eyelid.

**Palette Details:**
* **N°04 (Neon Orange):** A vibrant selection of bright yellows, coral oranges, warm browns, and golden greens.",,,,,,,,Maquillage,Palettes,"maquillage; yeux; intense; palettes"
fuqBrkPeQQcKXqAlwBea,Maria Beauty,Elegance Neon Pink Eyeshadow,Elegance Neon Pink Eyeshadow,,"# L'Audace des Couleurs & Éclat Infini

Affirmez votre style avec la palette Elegance Neon Pink de Maria Beauty®. Conçue pour celles qui aiment jouer avec l'intensité, cette palette est une véritable invitation à l'expression de soi. Sa sélection de 9 teintes vibrantes offre une pigmentation exceptionnelle qui fusionne avec la peau pour créer des looks allant du rose romantique au néon le plus électrique. Sa texture soyeuse et facile à travailler garantit un fini professionnel qui tient toute la journée.

**Pourquoi vous allez l'adorer :**

* **Pigmentation Intense :** Des couleurs riches et saturées dès le premier passage pour un regard captivant.
* **Harmonie de 9 Teintes :** Un mélange expert de finis mats profonds et d'irisés étincelants.
* **Estompage Facile :** Une formule poudre fine qui se dégrade sans effort pour un résultat sans démarcation.
* **Format Pratique :** Un boîtier compact argenté avec miroir intégré, idéal pour vos retouches en déplacement.
* **Qualité Supérieure :** Un produit élaboré avec soin, fièrement fabriqué en Algérie.

> **Le conseil beauté :** Pour une intensité maximale des fards irisés, appliquez-les directement au doigt en tapotant sur le centre de la paupière. Utilisez un pinceau estompeur pour les teintes mates afin de créer un dégradé parfait dans le creux de l'œil.

**Composition de la palette :**
* **N°05 :** Une harmonie vibrante de 9 couleurs incluant des roses néons, des mauves profonds et des prunes magnétiques.","# Bold Colors & Infinite Glow

Make a statement with the Elegance Neon Pink palette by Maria Beauty®. Designed for those who love to play with intensity, this palette is a true invitation to self-expression. Its selection of 9 vibrant shades offers exceptional pigmentation that melts into the skin to create looks ranging from romantic pink to the most electric neon. The silky, blendable texture ensures a professional finish that lasts all day.

**Why you'll love it:**

* **Intense Pigmentation:** Rich, saturated colors from the very first stroke for a captivating gaze.
* **9-Shade Harmony:** An expert blend of deep matte finishes and sparkling shimmers.
* **Seamless Blending:** A fine powder formula that blends effortlessly for a flawless, streak-free result.
* **Travel-Friendly:** A sleek silver compact with a built-in mirror, perfect for touch-ups on the go.
* **Superior Quality:** Carefully formulated and proudly made in Algeria.

> **Beauty Tip:** For maximum intensity with the shimmer shades, apply them directly with your fingertips by tapping onto the center of the lid. Use a blending brush for the matte shades to create a perfect gradient in the crease.

**Palette Details:**
* **N°05:** A vibrant harmony of 9 colors featuring neon pinks, deep mauves, and magnetic plums.",,,,,,,,Maquillage,Palettes,"maquillage; yeux; intense; palettes"
MAtTyZEJQyD8ugZqVqKn,Maria Beauty,Elegance Nude Light Eyeshadow,Elegance Nude Light Eyeshadow,,"# Douceur Naturelle & Éclat Sophistiqué

Sublimez votre regard avec la palette Elegance Nude Light de Maria Beauty®. Véritable indispensable de votre trousse de maquillage, cette palette célèbre la beauté naturelle avec une harmonie de tons neutres et rosés. Sa texture soyeuse et sa pigmentation modulable vous permettent de créer une infinité de looks, du maquillage ""no-makeup"" ultra-discret aux styles plus élaborés et lumineux. Chaque fard est conçu pour fusionner avec la paupière, offrant un fini professionnel qui reste impeccable du matin jusqu'au soir.

**Pourquoi vous allez l'adorer :**

* **Harmonie Universelle :** 9 teintes soigneusement sélectionnées pour s'adapter à toutes les carnations.
* **Mélange de Textures :** Une combinaison parfaite de mats veloutés pour définir le regard et de textures pailletées/irisées pour capturer la lumière.
* **Pigmentation Modulable :** Des couleurs qui s'estompent facilement, idéales pour réaliser des dégradés parfaits sans effort.
* **Longue Tenue :** Une formule haute performance qui ne file pas dans les plis et garde son intensité.
* **Écrin de Luxe :** Un boîtier compact argenté avec miroir intégré, élégant et pratique pour vos retouches express.

> **Le conseil beauté :** Pour un look de jour frais, appliquez une teinte mate claire sur toute la paupière et estompez un ton plus sombre dans le creux de l'œil. Pour transformer votre look en soirée, ajoutez une touche de fard pailleté au centre de la paupière mobile pour un éclat instantané.

**Composition de la palette :**
* **N°03 (Nude Light) :** Un mélange expert de roses poudrés, mauves doux, terres de Sienne et nacres étincelantes.","# Natural Softness & Sophisticated Glow

Enhance your gaze with the Elegance Nude Light palette by Maria Beauty®. A true makeup bag essential, this palette celebrates natural beauty with a harmony of neutral and rosy tones. Its silky texture and buildable pigmentation allow you to create an infinity of looks, from ultra-discreet ""no-makeup"" styles to more elaborate, luminous designs. Each shadow is designed to melt into the eyelid, providing a professional finish that stays flawless from morning until night.

**Why you'll love it:**

* **Universal Harmony:** 9 carefully selected shades designed to suit every skin tone.
* **Mix of Textures:** A perfect combination of velvety mattes for definition and shimmering/glittery textures to catch the light.
* **Buildable Pigmentation:** Easy-to-blend colors, ideal for achieving effortless, perfect gradients.
* **Long-Lasting Wear:** A high-performance formula that doesn't crease and maintains its intensity throughout the day.
* **Luxury Packaging:** A sleek silver compact with a built-in mirror, elegant and practical for quick touch-ups.

> **Beauty Tip:** For a fresh daytime look, apply a light matte shade over the entire lid and blend a darker tone into the crease. To transition to an evening look, add a pop of glittery shadow to the center of the lid for instant brilliance.

**Palette Details:**
* **N°03 (Nude Light):** An expert blend of dusty roses, soft mauves, warm siennas, and sparkling pearlescent shades.",,,,,,,,Maquillage,Palettes,"maquillage; yeux; intense; palettes"
0M62OpAxPBra38zrIF0z,Nour Beauty,Eyeliner Feutre Waterproof,Felt-tip Waterproof Eyeliner,,"# Regard Intense & Tracé Précision

Soulignez votre regard d'un noir profond et captivant avec l'Eyeliner Waterproof de Nour Beauty®. Conçu pour résister à toutes les épreuves du quotidien, cet eyeliner feutre associe une formule haute tenue à une pointe ultra-précise. Il glisse parfaitement sur la paupière pour dessiner des lignes nettes et homogènes, du ras de cils discret au œil de biche (cat-eye) le plus audacieux. Sa technologie waterproof garantit un séchage rapide, sans transfert ni bavure, du matin jusqu'au soir.

**Pourquoi vous allez l'adorer :**

* **Tenue Waterproof Absolue :** Résiste à l'eau, à la transpiration et à l'humidité pour un maquillage intact en toute circonstance.
* **Tracé Ultra-Précis :** Sa pointe feutre souple et fine offre un contrôle total pour des lignes fines, régulières et sans effort.
* **Noir Profond :** Une formule richement pigmentée pour une intensité maximale dès le premier passage.
* **Séchage Instantané :** Fixe la couleur immédiatement après l'application pour éviter les transferts sur la paupière supérieure.
* **Packaging Signature :** Habillé d'un capuchon aux motifs floraux délicats, parfaitement assorti à la gamme Lip Teint.

> **Le conseil beauté :** Pour un tracé parfait, commencez par dessiner la pointe extérieure de l'œil en direction de la fin de votre sourcil. Tracez ensuite une ligne fine le long des cils en partant du coin interne, puis reliez les deux sections. Pensez à bien refermer le capuchon après usage pour éviter que la pointe ne sèche.

**Caractéristiques clés :**
* **Propriété :** Formule Waterproof longue tenue.
* **Couleur :** Noir Intense.","# Intense Look & Precision Line

Define your eyes with a deep, captivating look using the Nour Beauty® Waterproof Eyeliner. Engineered to withstand your busiest days, this felt-tip eyeliner combines a long-wear formula with an ultra-precise tip. It glides effortlessly across the eyelid to deliver clean, even lines, whether you want a subtle lash-line enhancement or a bold cat-eye. Its waterproof technology ensures quick drying with zero smudging or transferring from morning to night.

**Why you'll love it:**

* **Absolute Waterproof Wear:** Completely resistant to water, sweat, and humidity, keeping your eye makeup flawless all day long.
* **Ultra-Precise Tip:** The flexible yet firm felt tip offers total control for smooth, effortless lines.
* **Deep Jet Black:** Richly pigmented formula that delivers maximum intensity in just one single stroke.
* **Quick-Dry Formula:** Sets instantly upon application to prevent any transferring onto the upper eyelid.
* **Signature Design:** Features a lovely floral-patterned cap that beautifully coordinates with your Lip Teint collection.

> **Beauty Tip:** For a flawless wing, start by drawing a line outward from the outer corner of your eye toward the tail of your brow. Then, trace a thin line along your upper lash line starting from the inner corner, and connect the two. Always snap the cap tightly shut after use to prevent the tip from drying out.

**Key Features:**
* **Property:** Long-lasting Waterproof formula.
* **Color:** Jet Black.",,,,,,,,Maquillage,Eyeliner,"maquillage; yeux; eyeliner; waterproof; intense; naturel"
z049Ah30BdhaIFqqcekX,Nour Beauty,Eyeliner Plume,Eyeliner Smooth Lines,,"# Tracé Fluide & Haute Définition

Maîtrisez l'art de l'eyeliner avec le Smooth Lines de Nour Beauty®. Grâce à son design ergonomique doté d'un long capuchon conique ""plume"", cet eyeliner offre une stabilité maximale et une prise en main d'une agilité incomparable. Sa pointe fine et calibrée dépose une formule fluide ultra-glissante qui dessine des courbes parfaites, lisses et homogènes sans jamais accrocher la paupière. Idéal pour créer des lignes graphiques nettes et des yeux de biche parfaitement symétriques.

**Pourquoi vous allez l'adorer :**

* **Prise en Main Ergonomique :** Le long manche style ""plume"" assure un contrôle optimal et stabilise le geste pour un tracé sans ratures.
* **Tracé Fluide (Smooth Lines) :** Une formule glissante qui ne crée pas de cassures et glisse en continu sur la peau.
* **Pointe Précision Fine :** Permet de moduler l'épaisseur de la ligne avec une précision chirurgicale, du ras de cils subtil au look le plus étiré.
* **Intensité Immédiate :** Un noir profond au fini opaque et impeccable dès le premier passage.
* **Identité Flowers :** Orné des motifs floraux signature de la collection, il s'associe magnifiquement à vos encres à lèvres.

> **Le conseil beauté :** Prenez appui avec votre coude sur une surface plane pour stabiliser votre geste. Posez la pointe au ras des cils et faites glisser le pinceau plume du centre vers l'extérieur de l'œil, puis raccordez le coin interne. Sa formule fluide permet de retravailler le tracé facilement avant qu'il ne se fixe.

**Caractéristiques clés :**
* **Gamme :** Flowers — Smooth Lines.
* **Couleur :** Noir Profond.","# Perfect Glide & High Definition

Master your eyeliner wings with the Nour Beauty® Smooth Lines Eyeliner. Featuring an elegant, long tapered ""quill"" handle, this dip-style eyeliner offers maximum stability and a perfectly balanced grip for effortless control. Its fine, flexible tip delivers an ultra-fluid formula that glides seamlessly across the eyelid, creating flawless, crisp, and continuous lines without skipping. The ultimate tool for sharp graphic liner work and perfectly symmetrical cat-eyes.

**Why you'll love it:**

* **Ergonomic Quill Handle:** The elongated dip-liner design stabilizes your hand gestures, ensuring smudge-free application.
* **Seamless Glide (Smooth Lines):** A continuous fluid flow that prevents gaps, creating a sleek finish in a single stroke.
* **Fine Precision Tip:** Easily adjusts line thickness with surgical precision, from a subtle everyday look to dramatic statement wings.
* **Rich Pitch Black:** Deeply pigmented, rich formula that dries down to an opaque, intense finish immediately.
* **Signature Flowers Style:** Wrapped in the collection's delicate floral patterns, perfectly pairing with your Lip Teint collection.

> **Beauty Tip:** Rest your elbow on a flat surface to stabilize your hand. Place the tip close to your lash line and glide the quill brush from the center toward the outer corner of your eye, then connect from the inner corner. The fluid consistency gives you a few seconds to perfect your wing shape before it locks into place.

**Key Features:**
* **Line:** Flowers — Smooth Lines.
* **Color:** Jet Black.",,,,,,,,Maquillage,Eyeliner,"maquillage; yeux; intense; naturel; eyeliner"
